0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.54 0 2.54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 -2.54 -2.54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.54 0 2.54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 2.54 -2.54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.54 0 2.54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 -2.54 -1.27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.54 0 2.54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 2.54 -1.27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.54 0 2.54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 -2.54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.54 0 2.54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 2.54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.54 0 2.54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 -1.27 0.251522 -1.27 0 0 0 0 0 0 0 0 0 0 0 0 2.54 0 2.54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 -1.27 0 0 0 -1.27 0 0 0 0 0 0 0 0 0 0 2.54 0 2.54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0.762 0 0 0 0 0 0 0 0 0 0 0 0 2.54 0 2.54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0.762 0 0 0 0 0 0 0 0 0 0 2.54 0 2.54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 -2.54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.54 0 2.54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
