-0.0153303 5.07433e-19 0.0242683 -0.0147651 -5.38322e-19 -0.0277739 0.0549544 0.449284 -0.165404 0.0186006 -0.128636 0.0460491 0 3.55271e-15 -0.286587 0 0 -0.0315343 -0.0788848 -0.0706131 -0.0593526 0 3.47941 0 3.52127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-0.0122658 4.15606e-19 0.0214595 -0.0135298 -5.522e-19 -0.0284907 0.0846757 0.419037 -0.165646 -0.0149236 -0.129151 0.05872 0 2.66454e-15 -0.3174 0 0 -0.0327149 -0.0924988 -0.0959392 -0.060894 0 3.47825 0 3.4851 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-0.00893956 3.28258e-19 0.0159493 -0.0100482 -4.60942e-19 -0.0269063 0.0517894 0.425028 -0.165679 -0.0162183 -0.129146 0.0800532 0 2.66454e-15 -0.337172 0 0 -0.0412889 -0.102017 -0.106175 -0.0695817 0 3.44296 0 3.42087 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-0.00578114 2.85013e-19 0.0170076 -0.00753232 -4.25538e-19 -0.0257924 0.00538829 0.456667 -0.162633 0.0445906 -0.14451 0.0563537 0 2.66454e-15 -0.33686 0 0 -0.0808722 -0.0924272 -0.132796 -0.0664728 0 3.42892 0 3.41902 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-0.00414588 3.00438e-19 0.0202581 -0.00779189 -5.18473e-19 -0.0258807 0.0123805 0.433564 -0.16837 0.0789584 -0.1556 0.0408122 0 3.55271e-15 -0.346909 0 0 -0.12866 -0.0796775 -0.182178 -0.0529259 0 3.43903 0 3.42986 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-0.00395413 2.824e-19 0.0196832 -0.00892306 -5.57401e-19 -0.0220683 -0.00310051 0.448265 -0.171632 0.083284 -0.157475 0.029188 0 3.55271e-15 -0.344979 0 0 -0.122694 -0.0824141 -0.179412 -0.0540631 0 3.41711 0 3.42333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-0.00507296 2.54597e-19 0.017827 -0.00969508 -5.3736e-19 -0.0237307 0.0277903 0.459234 -0.170329 0.0458895 -0.148553 0.045878 0 2.66454e-15 -0.330545 0 0 -0.0809156 -0.0954574 -0.15341 -0.0592177 0 3.4302 0 3.42007 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-0.00632809 2.45929e-19 0.0168344 -0.00998735 -5.12258e-19 -0.0275928 0.0512899 0.456874 -0.17464 0.00965471 -0.138101 0.0680979 0 2.66454e-15 -0.330563 0 0 -0.0495714 -0.103314 -0.138059 -0.0590773 0 3.45786 0 3.42088 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-0.00597549 2.35362e-19 0.0164634 -0.00968065 -4.97361e-19 -0.0271975 0.0782235 0.4595 -0.173605 0.0427372 -0.138116 0.0662676 0 2.66454e-15 -0.325608 0 0 -0.0503243 -0.102293 -0.134307 -0.0603093 0 3.45429 0 3.41793 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-0.00469831 2.15259e-19 0.0160153 -0.00899826 -4.83208e-19 -0.0273825 0.0593082 0.450651 -0.17406 0.0682638 -0.144366 0.0658432 0 2.66454e-15 -0.32649 0 0 -0.0618314 -0.102851 -0.132858 -0.0673455 0 3.44848 0 3.40892 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
