0.013787 0.027402 0.029036 0 0 0 0 0 0.00199 0 0 0 0 0 0 0.003152 0 0 0.003588 0.02697 0 0 0 -0 0.004162 0.007821 0 0 0.008305 0.0157 0 0 0 0 0 
0.00603 0.028115 0.046066 0 0 0 0 0 0.008791 0 0 0 0 0.002987 0 0.002225 0 0 0.005677 0.01133 0 0 0 -0 0 0.003279 0 0.003533 0.04258 0.025416 0.001423 0 0 0 0 
0.00011 0.02285 0.063878 0 0 0 0 0.006269 0.014786 0.007296 0 0 0 0.008478 0 0.003244 0 0.00207 0.007313 0 0 0 0 -0 0 0 0 0.000477 0.044375 0.020364 0.006688 0 0.000765 0 0 
0.006795 0.024953 0.077853 0 0 0 0 0.008513 0.017523 0.00345 0 0 0 0 0.00729 0.001368 0 0.00504 0.006702 0 0 0 0 -0 0.001556 0.002032 0 0 0.018856 0.013546 0.01189 0 0.001433 0 0 
0.018359 0.036979 0.089204 0 0 0 0 0.003848 0.017855 0 0.004368 0 0 0 0.01584 0.001387 0 0.00189 0.001601 0.001593 0 0 0 -0 0.007547 0.011887 0.008394 0 0 0.021636 0.01305 0 0 0.007318 0.011302 
0.016717 0.036462 0.088483 0 0 0 0 0.001474 0.019146 0 0.01691 0 0 0 0.016435 0 0 0.001257 0.001899 0.003858 0 0 0 -0 0.008229 0.008313 0.016889 0 0 0.021237 0.009612 0 0 0 0.013407 
0.006495 0.031813 0.079365 0 0 0 0 0.002231 0.020381 0 0.011883 0 0 0 0.007902 0.000491 0 0.005448 0.007935 0.010482 0 0 0 -0 0.00307 0.010035 0.009821 0 0.014662 0.017858 0.004485 0 0.002648 0 0.003489 
0 0.030953 0.070127 0 0 0 0 0.003367 0.020452 0 0 0 0 0.008333 0 0 0 0.006565 0.012485 0.007144 0 0 0 0.000263 0 0.006954 0.010182 0 0.026284 0.017931 0.00496 0 0.000909 0 0 
0 0.029386 0.070286 0 0 0 0 0.003967 0.020769 0 0 0 0 0.000687 0 0 0 0.005284 0.010665 0.006922 0 0 0 0.002496 0.000947 0.005277 0.011261 0 0.018735 0.023057 0.001014 0 0 0 0 
0 0.024887 0.078305 0 0 0 0 0.005076 0.022253 0 0 0 0 0 0.002518 0 0 0.002976 0.006463 0.007313 0 0 0 0.002974 0.006011 0.013332 0.009654 0 0.001112 0.028226 0.003296 0 0 0 0.007693 
0.002046 0.021007 0.081658 0 0 0 0 0.007085 0.025069 0 0 0 0 0 0.012551 0.001015 0 0 0.004579 0 0 0 0 0.005107 0.007702 0.015765 0.014087 0 0 0.034358 0.012351 0 0.000212 0 0.018064 
0.001857 0.022218 0.08067 0 0 0 0 0.009114 0.02837 0 0 0 0 0 0.005038 0.002561 0 0.002008 0.006074 0 0.000284 0 0 0.003417 0.00435 0.007794 0.016243 0 0 0.029847 0.011183 0 0 0 0.010858 
0.001214 0.024879 0.083089 0 0 0 0 0.009711 0.030983 0 0 0 0 0 0.002694 0.003914 0 0.003405 0.006147 0 0 0 0 0.003674 0.003384 0.004465 0.014304 0 0 0.023922 0.011062 0 0 0 0.007974 
0.000746 0.023334 0.08873 0 0 0 0 0.008025 0.031364 0 0.014483 0 0 0 0.002429 0.004146 0 0.003661 0.007295 0 0 0 0 0.003513 0.003057 0.008579 0.003481 0 0 0.023982 0.009737 0 0 0 0.004395 
0.002556 0.02235 0.093887 0 0 0 0 0.008867 0.031295 0 0.015541 0 0 0 0 0.001615 0 0.004041 0.00911 0 0 0 0 0.003359 0.002028 0.006922 0 0 0.001677 0.024406 0.007899 0 0.001194 0 0 
0.007789 0.02382 0.099498 0 0 0 0 0.010556 0.032344 0 0.007616 0 0 0 0 0 0 0.004095 0.008516 0 0 0 0 0.00333 0.002916 0.005908 0.002215 0 0 0.022451 0.008098 0 0.001151 0 0 
0.012953 0.026891 0.106128 0 0 0 0 0.010954 0.03406 0 0 0 0 0 0.000948 0 0 0.001176 0.005819 0 0 0 0 0.005557 0.006068 0.009143 0.009548 0 0 0.02293 0.011369 0 0.000639 0 0.003286 
0.013231 0.027184 0.107388 0 0 0 0 0.012099 0.035487 0 0.001766 0 0 0 5.6e-05 0 0 0 0.00606 8.6e-05 0 0 0 0.007893 0.00859 0.016358 0.006378 0 0 0.023163 0.011146 0 0.001789 0 0 
0.011915 0.026361 0.107004 0 0 0 0 0.013496 0.03773 0 0.017962 0 0 0 0 0.001247 0 0.001061 0.006833 0 0 0 0 0.008569 0.010406 0.018636 0.006677 0 0.004801 0.020699 0.010237 0 0.004199 0 0 
0.010385 0.029923 0.108273 0 0 0 0 0.015639 0.040549 0 0.022029 0 0 0 0 0.005464 0 0.001721 0.006312 0 0.000742 0 0 0.008106 0.01138 0.016393 0.008115 0 0.011889 0.020532 0.007372 0 0.007424 0 0 
0.011246 0.034433 0.113166 0 0 0 0 0.018095 0.043055 0 0.015343 0 0 0 0 0.006084 0 0 0.006217 0 0.001006 0 0 0.008765 0.010816 0.014249 0.005432 0 0.024205 0.023034 0.00801 0 0.010587 0 0 
0.015064 0.035908 0.122976 0 0 0 0 0.018461 0.043969 0.004829 0.023938 0 0 0 0 0.002195 0 0 0.007432 0 0 0 0 0.010998 0.010276 0.017021 0.001447 0.006041 0.034344 0.024358 0.011828 0 0.008822 0 0 
